Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Product Development Manager,"Columbia, SC","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",98881,114433,131515,151304,169320
Product Development Manager,"Santa Clara, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",133869,154923,178049,204839,229231
Product Development Manager,"New Haven, CT","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",115095,133197,153079,176113,197084
Product Development Manager,"Stamford, CT","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",122455,141715,162868,187375,209687
Product Development Manager,"Concord, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",119788,138629,159322,183294,205120
Product Development Manager,"Elizabeth, NJ","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",120535,139493,160315,184437,206399
Product Development Manager,"Athens, GA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",103682,119988,137899,158648,177540
Product Development Manager,"Thousand Oaks, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",115415,133567,153505,176602,197631
Product Development Manager,"Lafayette, LA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",97281,112582,129387,148855,166580
Product Development Manager,"Simi Valley, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",116055,134308,154356,177582,198727
Product Development Manager,"Topeka, KS","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",98668,114186,131231,150977,168955
Product Development Manager,"Norman, OK","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",96748,111964,128677,148039,165667
Product Development Manager,"Fargo, ND","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",102402,118507,136197,156690,175348
Product Development Manager,"Wilmington, NC","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",97708,113075,129954,149508,167311
Product Development Manager,"Abilene, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",95361,110360,126833,145917,163293
Product Development Manager,"Odessa, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",94401,109249,125556,144448,161649
Product Development Manager,"Columbia, MO","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",103468,119741,137615,158322,177174
Product Development Manager,"Pearland, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",106562,123321,141730,163055,182471
Product Development Manager,"Victorville, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",112322,129987,149391,171869,192335
Product Development Manager,"Hartford, CT","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",114668,132703,152512,175460,196353
Product Development Manager,"Vallejo, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",120002,138875,159605,183621,205486
Product Development Manager,"Allentown, PA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",107522,124432,143006,164524,184115
Product Development Manager,"Berkeley, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",130135,150603,173083,199127,222838
Product Development Manager,"Richardson, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",105282,121840,140027,161097,180279
Product Development Manager,"Arvada, CO","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",108588,125667,144425,166156,185942
Product Development Manager,"Ann Arbor, MI","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",109442,126654,145560,167462,187403
Product Development Manager,"Rochester, MN","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",106988,123815,142297,163708,183202
Product Development Manager,"Cambridge, MA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",119575,138382,159038,182968,204755
Product Development Manager,"Sugar Land, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",106562,123321,141730,163055,182471
Product Development Manager,"Lansing, MI","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",103255,119495,137332,157996,176809
Product Development Manager,"Evansville, IN","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",101122,117026,134494,154731,173156
